vihaan@Vihaans-MacBook-Pro validation % source .venv/bin/activate
(.venv) vihaan@Vihaans-MacBook-Pro validation % python run_all.py --model cohere

=== backend: cohere — screening + extraction in parallel ===
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 02_run_screening.py --model cohere
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 03_run_extraction.py --model cohere
[corpus] 1968 papers with PDF + criteria (731 included)
[cohere] keys:
  ...knbX: 11/1000 calls, exhausted=False
  ...Q2To: 13/1000 calls, exhausted=False
  ...NtX6: 10/1000 calls, exhausted=False
  ...sJ8t: 10/1000 calls, exhausted=False
  ...IxtD: 9/1000 calls, exhausted=False
  ...jnq5: 14/1000 calls, exhausted=False
  ...OlCf: 8/1000 calls, exhausted=False
[extraction] 2184 articles ready
[cohere] 2184 to extract (Cohere / command-a-03-2025)
[cohere] 618/2184 PMC3688436: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.28s)
[cohere] CD007228-bib-0233: exclude conf=0.21 tier=tier1_override OVERRIDE (6.41s)
[cohere] CD007228-bib-0228: exclude conf=0.14 tier=tier1_override OVERRIDE (18.27s)
[cohere] CD007228-bib-0244: exclude conf=1.0 tier=tier1_deterministic (0.01s)
[cohere] 619/2184 PMC3689826: conf=0.3 tier=tier1_override ungrounded_fields=0 (5.56s)
[cohere] 620/2184 PMC3691930: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.47s)
[cohere] 621/2184 PMC3685599: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.11s)
[cohere] 622/2184 PMC3694465: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.82s)
[cohere] 623/2184 PMC3693661: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.36s)
[cohere] 624/2184 PMC3692346: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.76s)
[cohere] CD007228-bib-0253: include conf=0.21 tier=tier1_override OVERRIDE (7.07s)
[cohere] CD007228-bib-0241: include conf=0.21 tier=tier1_override OVERRIDE (13.82s)
[cohere] 625/2184 PMC3696265: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.32s)
[cohere] 626/2184 PMC3697211: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (5.44s)
[cohere] CD007228-bib-0230: exclude conf=0.29 tier=tier1_override OVERRIDE (30.4s)
[cohere] CD007228-bib-0268: include conf=0.29 tier=tier1_override OVERRIDE (5.83s)
[cohere] CD007228-bib-0270: include conf=0.29 tier=tier1_override OVERRIDE (6.3s)
[cohere] 627/2184 PMC3697207: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.72s)
[cohere] CD007228-bib-0273: exclude conf=0.21 tier=tier1_override OVERRIDE (4.4s)
[cohere] 628/2184 PMC3698010: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.05s)
[cohere] CD007228-bib-0302: include conf=0.21 tier=tier1_override OVERRIDE (5.4s)
[cohere] 629/2184 PMC3702085: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.0s)
[cohere] CD007228-bib-0298: exclude conf=0.14 tier=tier1_override OVERRIDE (8.17s)
[cohere] 630/2184 PMC3698473: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.36s)
[cohere] CD007228-bib-0306: include conf=0.29 tier=tier1_override OVERRIDE (5.66s)
[cohere] 631/2184 PMC3702153: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.01s)
[cohere] CD007228-bib-0335: exclude conf=0.14 tier=tier1_override OVERRIDE (4.65s)
[cohere] CD007228-bib-0307: exclude conf=0.07 tier=tier1_override OVERRIDE (13.3s)
[cohere] 632/2184 PMC3712263: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.15s)
[cohere] 633/2184 PMC3704267: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (14.6s)
[cohere] CD007228-bib-0347: include conf=0.21 tier=tier1_override OVERRIDE (6.97s)
[cohere] CD007228-bib-0272: exclude conf=0.14 tier=tier1_override OVERRIDE (30.23s)
[cohere] CD007228-bib-0353: include conf=0.29 tier=tier1_override OVERRIDE (6.61s)
[cohere] 634/2184 PMC3712888: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.34s)
[cohere] 635/2184 PMC3712961: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.09s)
[cohere] CD007228-bib-0363: include conf=0.29 tier=tier1_override OVERRIDE (8.84s)
[cohere] CD007228-bib-0389: include conf=0.07 tier=tier1_override OVERRIDE (6.36s)
[cohere] CD007228-bib-0364: include conf=0.29 tier=tier1_override OVERRIDE (6.78s)
[cohere] 636/2184 PMC3716527: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.31s)
[cohere] 637/2184 PMC3705347: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (29.97s)
[cohere] CD007228-bib-0411: exclude conf=0.07 tier=tier1_override OVERRIDE (6.31s)
[cohere] CD007228-bib-0409: exclude conf=0.21 tier=tier1_override OVERRIDE (6.54s)
[cohere] 638/2184 PMC3719224: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.76s)
[cohere] CD007228-bib-0414: exclude conf=0.07 tier=tier1_override OVERRIDE (5.38s)
[cohere] 639/2184 PMC3721088: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.04s)
[cohere] CD007228-bib-0412: include conf=0.14 tier=tier1_override OVERRIDE (7.78s)
[cohere] CD007228-bib-0408: include conf=0.29 tier=tier1_override OVERRIDE (17.62s)
[cohere] CD007228-bib-0421: include conf=0.36 tier=tier1_override OVERRIDE (5.49s)
[cohere] 640/2184 PMC3726585: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.47s)
[cohere] 641/2184 PMC3724560: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.64s)
[cohere] CD007228-bib-0424: exclude conf=0.29 tier=tier1_override OVERRIDE (4.92s)
[cohere] CD007228-bib-0449: include conf=0.21 tier=tier1_override OVERRIDE (4.36s)
[cohere] CD007228-bib-0450: exclude conf=0.07 tier=tier1_override OVERRIDE (4.02s)
[cohere] 642/2184 PMC3713866: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (28.43s)
[cohere] 643/2184 PMC3730064: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.08s)
[cohere] 644/2184 PMC3733184: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.79s)
[cohere] CD007228-bib-0472: exclude conf=0.21 tier=tier1_override OVERRIDE (4.6s)
[cohere] CD007228-bib-0467: include conf=0.21 tier=tier1_override OVERRIDE (6.98s)
[cohere] 645/2184 PMC3733287: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.03s)
[cohere] 646/2184 PMC3734718: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.72s)
[cohere] CD007228-bib-0487: exclude conf=0.14 tier=tier1_override OVERRIDE (7.12s)
[cohere] 647/2184 PMC3738485: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.32s)
[cohere] CD007228-bib-0478: include conf=0.29 tier=tier1_override OVERRIDE (9.88s)
[cohere] CD007228-bib-0477: exclude conf=0.29 tier=tier1_override OVERRIDE (15.85s)
[cohere] CD007228-bib-0493: include conf=0.21 tier=tier1_override OVERRIDE (5.02s)
[cohere] CD007470-bib-0002: exclude conf=0.06 tier=tier1_override OVERRIDE (4.9s)
[cohere] CD007470-bib-0001: include conf=0.06 tier=tier1_override OVERRIDE (6.9s)
[cohere] 648/2184 PMC3743198: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.49s)
[cohere] CD007470-bib-0006: exclude conf=0.17 tier=tier1_override OVERRIDE (4.16s)
[cohere] 649/2184 PMC3742017: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (18.77s)
[cohere] CD007228-bib-0504: exclude conf=0.21 tier=tier1_override OVERRIDE (14.99s)
[cohere] 650/2184 PMC3743641: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.82s)
[cohere] 651/2184 PMC3747414: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.87s)
[cohere] CD007470-bib-0007: include conf=0.17 tier=tier1_override OVERRIDE (4.82s)
[cohere] 652/2184 PMC3735552: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (31.44s)
[cohere] CD007470-bib-0015: exclude conf=0.17 tier=tier1_override OVERRIDE (5.85s)
[cohere] CD007470-bib-0003: include conf=0.06 tier=tier1_override OVERRIDE (16.13s)
[cohere] 653/2184 PMC3747462: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.11s)
[cohere] 654/2184 PMC3750766: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.71s)
[cohere] CD007470-bib-0024: exclude conf=0.06 tier=tier1_override OVERRIDE (4.04s)
[cohere] CD007470-bib-0021: exclude conf=0.06 tier=tier1_override OVERRIDE (7.95s)
[cohere] 655/2184 PMC3752632: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.1s)
[cohere] 656/2184 PMC3751685: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.56s)
[cohere] CD007470-bib-0026: exclude conf=0.0 tier=tier1_override OVERRIDE (5.21s)
[cohere] CD007470-bib-0016: include conf=0.06 tier=tier1_override OVERRIDE (18.34s)
[cohere] 657/2184 PMC3748549: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (18.82s)
[cohere] 658/2184 PMC3752932: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.29s)
[cohere] CD007470-bib-0027: exclude conf=0.11 tier=tier1_override OVERRIDE (5.11s)
[cohere] 659/2184 PMC3759706: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.83s)
[cohere] CD007470-bib-0031: include conf=0.06 tier=tier1_override OVERRIDE (6.89s)
[cohere] CD007470-bib-0025: include conf=0.0 tier=tier1_override OVERRIDE (16.51s)
[cohere] CD007470-bib-0039: exclude conf=0.0 tier=tier1_override OVERRIDE (4.65s)
[cohere] 660/2184 PMC3757993: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.59s)
[cohere] CD007470-bib-0040: exclude conf=0.06 tier=tier1_override OVERRIDE (4.51s)
[cohere] CD007470-bib-0035: include conf=0.06 tier=tier1_override OVERRIDE (11.33s)
[cohere] CD007470-bib-0041: exclude conf=0.06 tier=tier1_override OVERRIDE (4.32s)
[cohere] 661/2184 PMC3767244: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.48s)
[cohere] CD007470-bib-0042: include conf=0.06 tier=tier1_override OVERRIDE (5.0s)
[cohere] 662/2184 PMC3771300: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (13.47s)
[cohere] CD007470-bib-0046: include conf=0.11 tier=tier1_override OVERRIDE (5.09s)
[cohere] CD007470-bib-0047: exclude conf=0.11 tier=tier1_override OVERRIDE (3.71s)
[cohere] 663/2184 PMC3774725: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.46s)
[cohere] 664/2184 PMC3775167: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.19s)
[cohere] 665/2184 PMC3775615: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.8s)
[cohere] 666/2184 PMC3776379: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.34s)
[cohere] 667/2184 PMC3780629: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.39s)
[cohere] CD007470-bib-0044: exclude conf=0.11 tier=tier1_override OVERRIDE (19.04s)
[cohere] 668/2184 PMC3778569: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.06s)
[cohere] 669/2184 PMC3781545: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.14s)
[cohere] CD007470-bib-0052: include conf=0.11 tier=tier1_override OVERRIDE (16.55s)
[cohere] CD007470-bib-0056: exclude conf=0.11 tier=tier1_override OVERRIDE (6.53s)
[cohere] 670/2184 PMC3782468: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.64s)
[cohere] 671/2184 PMC3781502: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (14.36s)
[cohere] 672/2184 PMC3785381: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.24s)
[cohere] CD007470-bib-0059: include conf=0.11 tier=tier1_override OVERRIDE (6.71s)
[cohere] CD007470-bib-0060: include conf=0.11 tier=tier1_override OVERRIDE (5.07s)
[cohere] 673/2184 PMC3785902: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.57s)
[cohere] 674/2184 PMC3786468: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.84s)
[cohere] 675/2184 PMC3786549: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.91s)
[cohere] CD007470-bib-0061: exclude conf=0.0 tier=tier1_override OVERRIDE (6.78s)
[cohere] 676/2184 PMC3788226: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.7s)
[cohere] CD007470-bib-0062: exclude conf=0.06 tier=tier1_override OVERRIDE (9.24s)
[cohere] 677/2184 PMC3790030: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.2s)
[cohere] CD007470-bib-0063: include conf=0.11 tier=tier1_override OVERRIDE (7.29s)
[cohere] CD007470-bib-0064: exclude conf=0.06 tier=tier1_override OVERRIDE (5.02s)
[cohere] 678/2184 PMC3790836: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.5s)
[cohere] 679/2184 PMC3790036: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.05s)
[cohere] 680/2184 PMC3793422: conf=0.48 tier=tier1_override ungrounded_fields=0 (4.16s)
[cohere] 681/2184 PMC3793419: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.11s)
[cohere] CD007470-bib-0065: include conf=0.11 tier=tier1_override OVERRIDE (8.22s)
[cohere] CD007470-bib-0071: include conf=0.06 tier=tier1_override OVERRIDE (10.19s)
[cohere] 682/2184 PMC3794450: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.79s)
[cohere] 683/2184 PMC3798206: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.53s)
[cohere] CD007470-bib-0072: exclude conf=0.11 tier=tier1_override OVERRIDE (6.67s)
[cohere] CD007470-bib-0075: exclude conf=0.11 tier=tier1_override OVERRIDE (3.94s)
[cohere] CD007470-bib-0053: exclude conf=0.06 tier=tier1_override OVERRIDE (53.9s)
[cohere] 684/2184 PMC3798588: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.88s)
[cohere] 685/2184 PMC3787573: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (29.32s)
[cohere] CD007470-bib-0076: exclude conf=0.11 tier=tier1_override OVERRIDE (4.37s)
[cohere] 686/2184 PMC3798949: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.64s)
[cohere] 687/2184 PMC3800940: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=1 (4.51s)
[cohere] 688/2184 PMC3800406: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.28s)
[cohere] CD007470-bib-0077: include conf=0.11 tier=tier1_override OVERRIDE (10.09s)
[cohere] 689/2184 PMC3804653: conf=0.85 tier=tier2_llm_selfassess ungrounded_fields=0 (5.19s)
[cohere] CD007470-bib-0080: exclude conf=0.06 tier=tier1_override OVERRIDE (14.17s)
[cohere] 690/2184 PMC3806550: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.12s)
[cohere] 691/2184 PMC3806324: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.52s)
[cohere] CD007470-bib-0102: exclude conf=0.11 tier=tier1_override OVERRIDE (5.79s)
[cohere] 692/2184 PMC3804449: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (20.63s)
[cohere] 693/2184 PMC3806618: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.09s)
[cohere] CD007470-bib-0104: include conf=0.11 tier=tier1_override OVERRIDE (4.89s)
[cohere] 694/2184 PMC3813126: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.92s)
[cohere] CD007470-bib-0082: include conf=0.06 tier=tier1_override OVERRIDE (19.03s)
[cohere] 695/2184 PMC3810136: conf=0.3 tier=tier1_override ungrounded_fields=0 (7.08s)
[cohere] CD007470-bib-0079: exclude conf=0.06 tier=tier1_override OVERRIDE (29.14s)
[cohere] CD007470-bib-0106: exclude conf=0.11 tier=tier1_override OVERRIDE (3.9s)
[cohere] CD007470-bib-0107: exclude conf=0.0 tier=tier1_override OVERRIDE (3.86s)
[cohere] 696/2184 PMC3814649: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.35s)
[cohere] CD007470-bib-0113: include conf=0.11 tier=tier1_override OVERRIDE (6.61s)
[cohere] CD007470-bib-0114: exclude conf=0.06 tier=tier1_override OVERRIDE (7.24s)
[cohere] 697/2184 PMC3813772: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.94s)
[cohere] 698/2184 PMC3816860: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.14s)
[cohere] CD007470-bib-0112: exclude conf=0.0 tier=tier1_override OVERRIDE (13.79s)
[cohere] CD007470-bib-0118: include conf=0.11 tier=tier1_override OVERRIDE (8.45s)
[cohere] 699/2184 PMC3814588: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (19.0s)
[cohere] CD007470-bib-0124: include conf=0.11 tier=tier1_override OVERRIDE (9.73s)
[cohere] 700/2184 PMC3816909: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.53s)
[cohere] CD007470-bib-0125: include conf=0.11 tier=tier1_override OVERRIDE (7.81s)
[cohere] 701/2184 PMC3821103: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.15s)
[cohere] CD007470-bib-0126: exclude conf=0.11 tier=tier1_override OVERRIDE (6.47s)
[cohere] 702/2184 PMC3816862: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.76s)
[cohere] CD007470-bib-0135: exclude conf=0.06 tier=tier1_override OVERRIDE (4.35s)
[cohere] CD007470-bib-0133: exclude conf=0.0 tier=tier1_override OVERRIDE (6.54s)
[cohere] 703/2184 PMC3821116: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.07s)
[cohere] 704/2184 PMC3822756: conf=0.48 tier=tier1_override ungrounded_fields=0 (9.34s)
[cohere] 705/2184 PMC3827502: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.35s)
[cohere] CD007470-bib-0136: exclude conf=0.11 tier=tier1_override OVERRIDE (4.11s)
[cohere] CD007470-bib-0137: exclude conf=0.11 tier=tier1_override OVERRIDE (4.47s)
[cohere] CD007470-bib-0129: include conf=0.06 tier=tier1_override OVERRIDE (15.95s)
[cohere] 706/2184 PMC3830844: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.14s)
[cohere] 707/2184 PMC3831918: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.97s)
[cohere] CD007470-bib-0140: include conf=0.11 tier=tier1_override OVERRIDE (6.66s)
[cohere] CD007470-bib-0141: include conf=0.06 tier=tier1_override OVERRIDE (8.2s)
[cohere] 708/2184 PMC3835146: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.69s)
[cohere] CD007470-bib-0138: exclude conf=0.06 tier=tier1_override OVERRIDE (14.6s)
[cohere] CD007470-bib-0142: include conf=0.06 tier=tier1_override OVERRIDE (9.52s)
[cohere] CD007470-bib-0148: include conf=0.11 tier=tier1_override OVERRIDE (4.92s)
[cohere] 709/2184 PMC3840008: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (9.11s)
[cohere] 710/2184 PMC3835502: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=1 (14.71s)
[cohere] CD007470-bib-0150: exclude conf=0.0 tier=tier1_override OVERRIDE (3.72s)
[cohere] CD007470-bib-0149: exclude conf=0.0 tier=tier1_override OVERRIDE (6.85s)
[cohere] 711/2184 PMC3840393: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.01s)
[cohere] 712/2184 PMC3842830: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.04s)
[cohere] CD007470-bib-0154: exclude conf=0.06 tier=tier1_override OVERRIDE (4.37s)
[cohere] 713/2184 PMC3829814: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (32.14s)
[cohere] 714/2184 PMC3842969: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.93s)
[cohere] CD007470-bib-0151: include conf=0.11 tier=tier1_override OVERRIDE (8.97s)
[cohere] 715/2184 PMC3843300: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.79s)
[cohere] 716/2184 PMC3846239: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (3.77s)
[cohere] 717/2184 PMC3846267: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.78s)
[cohere] 718/2184 PMC3845560: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.43s)
[cohere] CD007470-bib-0157: include conf=0.06 tier=tier1_override OVERRIDE (9.83s)
[cohere] CD007470-bib-0144: include conf=0.06 tier=tier1_override OVERRIDE (31.13s)
[cohere] CD007470-bib-0155: exclude conf=0.11 tier=tier1_override OVERRIDE (15.18s)
[cohere] 719/2184 PMC3848942: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.73s)
[cohere] 720/2184 PMC3849694: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.13s)
[cohere] 721/2184 PMC3850342: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (7.08s)
[cohere] CD007470-bib-0162: include conf=0.06 tier=tier1_override OVERRIDE (5.45s)
[cohere] CD007470-bib-0161: exclude conf=0.0 tier=tier1_override OVERRIDE (8.41s)
[cohere] CD007470-bib-0160: exclude conf=0.06 tier=tier1_override OVERRIDE (10.02s)
[cohere] 722/2184 PMC3864139: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (3.8s)
[cohere] CD007470-bib-0181: include conf=0.0 tier=tier1_override OVERRIDE (6.23s)
[cohere] CD007470-bib-0184: include conf=0.0 tier=tier1_override OVERRIDE (6.09s)
[cohere] 723/2184 PMC3868309: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.0s)
[cohere] 724/2184 PMC3854508: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (14.23s)
[cohere] CD007470-bib-0182: include conf=0.06 tier=tier1_override OVERRIDE (9.82s)
[cohere] CD007470-bib-0189: include conf=0.17 tier=tier1_override OVERRIDE (6.47s)
[cohere] CD007470-bib-0190: exclude conf=0.0 tier=tier1_override OVERRIDE (4.7s)
[cohere] 725/2184 PMC3856598: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.26s)
[cohere] 726/2184 PMC3875215: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.15s)
[cohere] 727/2184 PMC3868679: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.75s)
[cohere] CD007470-bib-0219: include conf=0.06 tier=tier1_override OVERRIDE (5.76s)
[cohere] CD007470-bib-0193: include conf=0.11 tier=tier1_override OVERRIDE (9.32s)
[cohere] CD007470-bib-0220: include conf=0.17 tier=tier1_override OVERRIDE (11.19s)
[cohere] 728/2184 PMC3878029: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.75s)
[cohere] CD007470-bib-0231: exclude conf=0.0 tier=tier1_override OVERRIDE (6.45s)
[cohere] 729/2184 PMC3877023: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (16.77s)
[cohere] CD007470-bib-0234: include conf=0.06 tier=tier1_override OVERRIDE (7.56s)
[cohere] CD007470-bib-0239: exclude conf=1.0 tier=tier1_deterministic (0.04s)
[cohere] CD007470-bib-0235: exclude conf=0.11 tier=tier1_override OVERRIDE (8.2s)
[cohere] CD007470-bib-0225: exclude conf=0.11 tier=tier1_override OVERRIDE (18.04s)
[cohere] 730/2184 PMC3877985: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (20.28s)
[cohere] 731/2184 PMC3878739: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.5s)
[cohere] 732/2184 PMC3880665: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.86s)
[cohere] CD007470-bib-0242: include conf=0.11 tier=tier1_override OVERRIDE (6.84s)
[cohere] CD007654-bib-0007: include conf=0.24 tier=tier1_override OVERRIDE (6.12s)
[cohere] CD007654-bib-0009: include conf=0.12 tier=tier1_override OVERRIDE (5.78s)
[cohere] 733/2184 PMC3881871: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.03s)
[cohere] 734/2184 PMC3881751: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.61s)
[cohere] CD007654-bib-0019: exclude conf=0.12 tier=tier1_override OVERRIDE (9.93s)
[cohere] 735/2184 PMC3883318: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (7.29s)
[cohere] 736/2184 PMC3883373: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.76s)
[cohere] 737/2184 PMC3882495: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (13.44s)
[cohere] CD007654-bib-0029: include conf=0.18 tier=tier1_override OVERRIDE (10.98s)
[cohere] CD007654-bib-0042: include conf=0.18 tier=tier1_override OVERRIDE (5.37s)
[cohere] 738/2184 PMC3890270: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.75s)
[cohere] 739/2184 PMC3892103: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.48s)
[cohere] CD007654-bib-0048: exclude conf=0.18 tier=tier1_override OVERRIDE (5.91s)
